time_s,cwnd_bytes,rtt_ms
0.0,180,11.175
1.0,71,6.401
2.0,59,6.087
3.0,63,6.142
4.0,45,5.417
5.0,37,5.544
6.0,13,212.1
7.0,60,6.05
8.0,54,5.661
9.0,47,6.058
10.0,54,5.912
11.0,61,6.887
12.0,50,7.446
13.0,56,6.346
14.0,58,5.75
15.0,54,6.109
16.0,31,10.739
17.0,43,9.649
18.0,46,13.652
19.0,59,6.309
20.0,47,5.912
21.0,49,6.458
22.0,1,6.537
23.0,1,6.537
24.0,1,6.537
25.0,1,6.537
26.0,1,6.537
27.0,1,6.537
28.0,1,6.537
29.0,1,6.537
30.0,1,6.537
31.0,1,6.537
32.0,1,6.537
33.0,1,6.537
34.0,1,6.537
35.0,1,6.537
36.0,1,6.537
37.0,1,6.537
38.0,1,6.537
39.0,1,6.537
40.0,1,6.537
41.0,1,6.537
42.0,1,6.537
43.0,1,6.537
44.0,1,6.537
45.0,1,6.537
46.0,1,6.537
47.0,1,6.537
48.0,1,6.537
49.0,1,6.537
50.0,1,6.537
51.0,1,6.537
52.0,1,6.537
53.0,1,6.537
54.0,1,6.537
55.0,1,6.537
56.0,1,6.537
57.0,1,6.537
58.0,1,6.537
59.0,1,6.537
