time_s,cwnd_bytes,rtt_ms
0.0,11,2.84
1.0,11,2.84
2.0,11,2.84
3.0,11,2.84
4.0,11,2.84
5.0,11,2.84
6.0,11,2.84
7.0,11,2.84
8.0,11,2.84
9.0,11,2.84
10.0,11,2.84
11.0,11,2.84
12.0,11,2.84
13.0,11,2.84
14.0,11,2.84
15.0,11,2.84
16.0,11,2.84
17.0,11,2.84
18.0,11,2.84
19.0,11,2.84
20.0,11,2.84
21.0,11,2.84
22.0,11,2.84
23.0,11,2.84
24.0,11,2.84
25.0,11,2.84
26.0,11,2.84
27.0,11,2.84
28.0,11,2.84
29.0,11,2.84
30.0,11,2.84
31.0,11,2.84
32.0,11,2.84
33.0,11,2.84
34.0,11,2.84
35.0,11,2.84
36.0,11,2.84
37.0,11,2.84
38.0,11,2.84
39.0,11,2.84
40.0,11,2.84
41.0,11,2.84
42.0,11,2.84
43.0,11,2.84
44.0,11,2.84
45.0,11,2.84
46.0,11,2.84
47.0,11,2.84
48.0,11,2.84
49.0,11,2.84
50.0,11,2.84
51.0,11,2.84
52.0,11,2.84
53.0,11,2.84
54.0,11,2.84
55.0,11,2.84
56.0,11,2.84
57.0,11,2.84
58.0,11,2.84
0.0,11,2.84
1.0,11,2.84
2.0,11,2.84
3.0,11,2.84
4.0,11,2.84
5.0,11,2.84
6.0,11,2.84
7.0,11,2.84
8.0,11,2.84
9.0,11,2.84
10.0,11,2.84
11.0,11,2.84
12.0,11,2.84
13.0,11,2.84
14.0,11,2.84
15.0,11,2.84
16.0,11,2.84
17.0,11,2.84
18.0,11,2.84
19.0,11,2.84
20.0,11,2.84
21.0,11,2.84
22.0,11,2.84
23.0,11,2.84
24.0,11,2.84
25.0,11,2.84
26.0,11,2.84
27.0,11,2.84
28.0,11,2.84
29.0,11,2.84
30.0,11,2.84
31.0,11,2.84
32.0,11,2.84
33.0,11,2.84
34.0,11,2.84
35.0,11,2.84
36.0,11,2.84
37.0,11,2.84
38.0,11,2.84
39.0,11,2.84
40.0,11,2.84
41.0,11,2.84
42.0,11,2.84
43.0,11,2.84
44.0,11,2.84
45.0,11,2.84
46.0,11,2.84
47.0,11,2.84
48.0,11,2.84
49.0,11,2.84
50.0,11,2.84
51.0,11,2.84
52.0,11,2.84
53.0,11,2.84
54.0,11,2.84
55.0,11,2.84
56.0,11,2.84
57.0,11,2.84
58.0,11,2.84
